15.0 4.0
20.0 4.0
25.0 4.0
30.0 4.0
35.0 4.0
40.0 4.0
45.0 4.0
50.0 4.0
55.0 4.0
60.0 4.0
65.0 4.0
70.0 4.0
75.0 4.0
80.0 4.0
85.0 4.0
90.0 4.0
90.0 9.0
85.0 9.0
80.0 9.0
75.0 9.0
70.0 9.0
65.0 9.0
60.0 9.0
55.0 9.0
50.0 9.0
45.0 9.0
40.0 9.0
35.0 9.0
30.0 9.0
25.0 9.0
20.0 9.0
15.0 9.0
10.0 9.0
5.0 9.0
0.0 9.0
-5.0 9.0
-10.0 9.0
-15.0 9.0
-20.0 9.0
-25.0 9.0
-30.0 9.0
-35.0 9.0
-40.0 9.0
-45.0 9.0
-50.0 9.0
-55.0 9.0
-60.0 9.0
-65.0 9.0
-70.0 9.0
-75.0 9.0
-80.0 9.0
-85.0 9.0
-90.0 9.0
-90.0 14.0
-85.0 14.0
-80.0 14.0
-75.0 14.0
-70.0 14.0
-65.0 14.0
-60.0 14.0
-55.0 14.0
-50.0 14.0
-45.0 14.0
-40.0 14.0
-35.0 14.0
-30.0 14.0
-25.0 14.0
-20.0 14.0
-15.0 14.0
-10.0 14.0
-5.0 14.0
0.0 14.0
5.0 14.0
10.0 14.0
15.0 14.0
20.0 14.0
25.0 14.0
30.0 14.0
35.0 14.0
40.0 14.0
45.0 14.0
50.0 14.0
55.0 14.0
60.0 14.0
65.0 14.0
70.0 14.0
75.0 14.0
80.0 14.0
85.0 14.0
90.0 14.0
95.0 14.0
100.0 14.0
105.0 14.0
110.0 14.0
115.0 14.0
120.0 14.0
125.0 14.0
130.0 14.0
125.0 19.0
120.0 19.0
115.0 19.0
110.0 19.0
105.0 19.0
100.0 19.0
95.0 19.0
90.0 19.0
85.0 19.0
80.0 19.0
75.0 19.0
70.0 19.0
65.0 19.0
60.0 19.0
55.0 19.0
50.0 19.0
45.0 19.0
40.0 19.0
35.0 19.0
30.0 19.0
25.0 19.0
20.0 19.0
15.0 19.0
10.0 19.0
5.0 19.0
0.0 19.0
-5.0 19.0
-10.0 19.0
-15.0 19.0
-20.0 19.0
-25.0 19.0
-30.0 19.0
-35.0 19.0
-40.0 19.0
-45.0 19.0
-50.0 19.0
-55.0 19.0
-60.0 19.0
-65.0 19.0
-70.0 19.0
-75.0 19.0
-80.0 19.0
-85.0 19.0
-90.0 19.0
-95.0 19.0
-100.0 19.0
-105.0 19.0
-110.0 19.0
-115.0 19.0
-110.0 24.0
-105.0 24.0
-100.0 24.0
-95.0 24.0
-90.0 24.0
-85.0 24.0
-80.0 24.0
-75.0 24.0
-70.0 24.0
-65.0 24.0
-60.0 24.0
-55.0 24.0
-50.0 24.0
-45.0 24.0
-40.0 24.0
-35.0 24.0
-30.0 24.0
-25.0 24.0
-20.0 24.0
-15.0 24.0
-10.0 24.0
-5.0 24.0
0.0 24.0
5.0 24.0
10.0 24.0
15.0 24.0
20.0 24.0
25.0 24.0
30.0 24.0
35.0 24.0
40.0 24.0
45.0 24.0
50.0 24.0
55.0 24.0
60.0 24.0
65.0 24.0
70.0 24.0
75.0 24.0
80.0 24.0
85.0 24.0
90.0 24.0
95.0 24.0
100.0 24.0
105.0 24.0
110.0 24.0
115.0 24.0
120.0 24.0
125.0 24.0
130.0 24.0
125.0 29.0
120.0 29.0
115.0 29.0
110.0 29.0
105.0 29.0
100.0 29.0
95.0 29.0
90.0 29.0
85.0 29.0
80.0 29.0
75.0 29.0
70.0 29.0
65.0 29.0
60.0 29.0
55.0 29.0
50.0 29.0
45.0 29.0
40.0 29.0
35.0 29.0
30.0 29.0
25.0 29.0
20.0 29.0
15.0 29.0
10.0 29.0
5.0 29.0
0.0 29.0
-5.0 29.0
-10.0 29.0
-15.0 29.0
-20.0 29.0
-25.0 29.0
-30.0 29.0
-35.0 29.0
-40.0 29.0
-45.0 29.0
-50.0 29.0
-55.0 29.0
-60.0 29.0
-65.0 29.0
-70.0 29.0
-75.0 29.0
-80.0 29.0
-85.0 29.0
-90.0 29.0
-95.0 29.0
-100.0 29.0
-105.0 29.0
-110.0 29.0
-115.0 29.0
-110.0 34.0
-105.0 34.0
-100.0 34.0
-95.0 34.0
-90.0 34.0
-85.0 34.0
-80.0 34.0
-75.0 34.0
-70.0 34.0
-65.0 34.0
-60.0 34.0
-55.0 34.0
-50.0 34.0
-45.0 34.0
-40.0 34.0
-35.0 34.0
-30.0 34.0
-25.0 34.0
-20.0 34.0
-15.0 34.0
-10.0 34.0
-5.0 34.0
0.0 34.0
5.0 34.0
10.0 34.0
15.0 34.0
20.0 34.0
25.0 34.0
30.0 34.0
35.0 34.0
40.0 34.0
45.0 34.0
50.0 34.0
55.0 34.0
60.0 34.0
65.0 34.0
70.0 34.0
75.0 34.0
80.0 34.0
85.0 34.0
90.0 34.0
95.0 34.0
100.0 34.0
105.0 34.0
110.0 34.0
115.0 34.0
120.0 34.0
125.0 34.0
130.0 34.0
125.0 39.0
120.0 39.0
115.0 39.0
110.0 39.0
105.0 39.0
100.0 39.0
95.0 39.0
90.0 39.0
85.0 39.0
80.0 39.0
